"time","norm_time","src_id","ui_id","tgt_len","user_id"
"77893","3386","0","ui2","18","10"
"143432","4098","1","ui2","26","10"
"119049","4761","2","ui2","25","10"
"73291","4071","3","ui2","17","10"
"82147","3911","4","ui2","20","10"
"46061","2093","5","ui2","22","10"
"293905","11756","6","ui2","36","10"
"875861","33686","7","ui2","23","10"
"237037","13168","8","ui2","19","10"
"266944","19067","9","ui2","18","10"
"333221","20826","10","ui2","21","10"
"307237","13358","11","ui2","31","10"
"262159","11398","12","ui2","23","10"
"288510","14425","13","ui2","22","10"
"1060658","25869","14","ui1","36","10"
"242688","12773","15","ui1","23","10"
"330760","14380","16","ui1","14","10"
"654185","15213","17","ui1","37","10"
"309008","11036","18","ui1","30","10"
"197342","7308","19","ui1","31","10"
"61393","5116","20","ui1","11","10"
"590334","24597","21","ui1","18","10"
"83522","5965","22","ui1","15","10"
"83772","5983","23","ui1","13","10"
"179964","7824","24","ui1","14","10"
"74229","5302","25","ui1","11","10"
"102826","6855","26","ui1","15","10"
"116536","5066","0","ui2","18","11"
"205559","5873","1","ui2","34","11"
"146455","5858","2","ui2","30","11"
"116031","6446","3","ui2","15","11"
"98316","4681","4","ui2","19","11"
"73880","3358","5","ui2","22","11"
"320990","12839","6","ui2","34","11"
"215524","8289","7","ui2","22","11"
"178421","9912","8","ui2","23","11"
"117939","8424","9","ui2","19","11"
"180608","11288","10","ui2","19","11"
"266958","11606","11","ui2","40","11"
"127672","5550","12","ui2","22","11"
"106836","5341","13","ui2","20","11"
"437403","10668","14","ui1","37","11"
"163956","8629","15","ui1","19","11"
"313391","13625","16","ui1","16","11"
"342042","7954","17","ui1","36","11"
"201636","7201","18","ui1","28","11"
"208909","7737","19","ui1","39","11"
"78164","6513","20","ui1","13","11"
"152826","6367","21","ui1","22","11"
"169224","12087","22","ui1","14","11"
"71935","5138","23","ui1","15","11"
"270098","11743","24","ui1","23","11"
"254699","18192","25","ui1","14","11"
"188471","12564","26","ui1","17","11"
"113710","4943","0","ui2","16","16"
"123969","3541","1","ui2","24","16"
"98659","3946","2","ui2","22","16"
"139377","7743","3","ui2","20","16"
"88437","4211","4","ui2","20","16"
"109439","4974","5","ui2","22","16"
"152549","6101","6","ui2","28","16"
"167270","6433","7","ui2","25","16"
"143442","7969","8","ui2","21","16"
"82044","5860","9","ui2","14","16"
"174130","10883","10","ui2","18","16"
"181414","7887","11","ui2","30","16"
"135406","5887","12","ui2","22","16"
"83930","4196","13","ui2","23","16"
"136966","3340","14","ui1","33","16"
"89427","4706","15","ui1","19","16"
"99171","4311","16","ui1","16","16"
"194709","4528","17","ui1","38","16"
"94159","3362","18","ui1","24","16"
"116984","4332","19","ui1","28","16"
"35940","2995","20","ui1","10","16"
"115571","4815","21","ui1","23","16"
"72350","5167","22","ui1","15","16"
"51440","3674","23","ui1","15","16"
"125077","5438","24","ui1","25","16"
"96742","6910","25","ui1","18","16"
"107986","7199","26","ui1","14","16"
"105148","4571","0","ui2","18","22"
"187875","5367","1","ui2","27","22"
