is_machine	date	ui_id	is_valid	src_len	tgt_len
f	2012-04-25 13:20:52.154771-07	1	t	23	20
f	2012-04-25 13:24:03.857398-07	1	t	35	29
f	2012-04-25 13:26:15.891796-07	1	t	25	29
f	2012-04-25 13:27:56.281202-07	1	t	18	21
f	2012-04-25 13:29:55.615498-07	1	t	21	21
f	2012-04-25 13:32:42.352012-07	1	t	22	24
f	2012-04-25 13:39:31.884011-07	1	t	25	30
f	2012-04-25 13:44:11.391782-07	1	t	26	26
f	2012-04-25 13:45:50.401928-07	1	t	18	19
f	2012-04-25 13:48:04.264712-07	1	t	14	15
f	2012-04-25 13:50:40.501131-07	1	t	16	20
f	2012-04-25 13:54:07.02184-07	1	t	23	31
f	2012-04-25 13:58:30.566358-07	1	t	23	28
f	2012-04-25 13:59:57.993369-07	1	t	20	21
f	2012-04-25 12:51:56.487879-07	2	t	41	43
f	2012-04-25 12:53:40.323387-07	2	t	19	20
f	2012-04-25 12:57:26.284816-07	2	t	23	21
f	2012-04-25 13:01:52.647698-07	2	t	43	43
f	2012-04-25 13:04:05.970477-07	2	t	28	31
f	2012-04-25 13:06:20.978829-07	2	t	27	34
f	2012-04-25 13:07:16.277602-07	2	t	12	12
f	2012-04-25 13:10:22.630528-07	2	t	24	24
f	2012-04-25 13:11:03.320423-07	2	t	14	14
f	2012-04-25 13:12:24.70251-07	2	t	14	15
f	2012-04-25 13:14:52.456046-07	2	t	23	26
f	2012-04-25 13:16:15.545156-07	2	t	14	14
f	2012-04-25 13:17:08.08839-07	2	t	15	15
