is_machine	date	ui_id	is_valid	src_len	tgt_len
f	2012-03-22 14:01:47.892085-07	2	t	23	23
f	2012-03-22 14:05:35.756155-07	2	t	35	33
f	2012-03-22 14:08:19.1477-07	2	t	25	25
f	2012-03-22 14:11:39.166226-07	2	t	18	15
f	2012-03-22 14:13:24.715762-07	2	t	21	21
f	2012-03-22 14:16:03.558958-07	2	t	22	25
f	2012-03-22 13:27:52.113456-07	2	t	25	30
f	2012-03-22 13:31:55.478408-07	2	t	26	26
f	2012-03-22 13:37:19.385902-07	2	t	18	19
f	2012-03-22 13:40:21.735735-07	2	t	14	16
f	2012-03-22 13:45:27.777084-07	2	t	16	18
f	2012-03-22 13:53:06.588222-07	2	t	23	27
f	2012-03-22 13:56:51.668841-07	2	t	23	28
f	2012-03-22 13:59:52.629432-07	2	t	20	25
f	2012-03-22 12:16:05.492072-07	1	t	41	41
f	2012-03-22 12:19:52.776228-07	1	t	19	17
f	2012-03-22 12:25:01.632378-07	1	t	23	20
f	2012-03-22 12:32:45.771479-07	1	t	43	44
f	2012-03-22 12:35:57.988138-07	1	t	28	29
f	2012-03-22 12:41:11.384703-07	1	t	27	30
f	2012-03-22 12:42:34.30244-07	1	t	12	13
f	2012-03-22 12:48:23.474093-07	1	t	24	23
f	2012-03-22 12:49:40.159164-07	1	t	14	13
f	2012-03-22 12:53:26.480624-07	1	t	14	15
f	2012-03-22 12:56:28.341175-07	1	t	23	25
f	2012-03-22 12:58:26.813438-07	1	t	14	12
f	2012-03-22 12:59:49.989757-07	1	t	15	16
