is_machine	date	ui_id	is_valid	src_len	tgt_len
f	2012-03-17 03:48:30.926152-07	2	t	23	22
f	2012-03-17 03:50:55.703578-07	2	t	35	25
f	2012-03-17 03:53:23.341683-07	2	t	25	25
f	2012-03-17 03:56:08.716989-07	2	t	18	21
f	2012-03-17 03:59:23.223344-07	2	t	21	21
f	2012-03-17 04:01:16.530087-07	2	t	22	22
f	2012-03-17 04:04:08.443352-07	2	t	25	31
f	2012-03-17 04:07:26.049298-07	2	t	26	24
f	2012-03-17 04:08:57.607967-07	2	t	18	21
f	2012-03-17 04:10:44.933673-07	2	t	14	12
f	2012-03-17 04:14:20.433719-07	2	t	16	22
f	2012-03-17 04:17:32.48427-07	2	t	23	26
f	2012-03-17 04:20:11.368308-07	2	t	23	22
f	2012-03-17 04:22:35.46206-07	2	t	20	23
f	2012-03-17 03:09:10.323116-07	1	t	41	42
f	2012-03-17 03:12:22.92052-07	1	t	19	26
f	2012-03-17 03:15:29.430008-07	1	t	23	20
f	2012-03-17 03:22:44.99243-07	1	t	43	40
f	2012-03-17 03:25:16.57058-07	1	t	28	30
f	2012-03-17 03:28:43.281501-07	1	t	27	29
f	2012-03-17 03:29:18.129698-07	1	t	12	9
f	2012-03-17 03:32:07.576351-07	1	t	24	24
f	2012-03-17 03:33:34.397564-07	1	t	14	12
f	2012-03-17 03:35:23.335654-07	1	t	14	14
f	2012-03-17 03:38:08.157872-07	1	t	23	26
f	2012-03-17 03:40:16.57105-07	1	t	14	12
f	2012-03-17 03:42:01.676128-07	1	t	15	14
