is_machine	date	ui_id	is_valid	src_len	tgt_len
f	2012-04-26 03:00:05.874901-07	1	t	23	23
f	2012-04-26 03:04:04.495-07	1	t	35	35
f	2012-04-26 03:06:44.016616-07	1	t	25	24
f	2012-04-26 03:10:13.423798-07	1	t	18	15
f	2012-04-26 03:12:03.932739-07	1	t	21	19
f	2012-04-26 03:14:58.639295-07	1	t	22	21
f	2012-04-26 02:31:22.415923-07	1	t	25	29
f	2012-04-26 02:34:39.571816-07	1	t	26	26
f	2012-04-26 02:40:14.593812-07	1	t	18	18
f	2012-04-26 02:42:00.858212-07	1	t	14	15
f	2012-04-26 02:44:57.324489-07	1	t	16	19
f	2012-04-26 02:50:52.501955-07	1	t	23	25
f	2012-04-26 02:55:45.309593-07	1	t	23	24
f	2012-04-26 02:57:30.534118-07	1	t	20	19
f	2012-04-26 03:34:48.915697-07	2	t	41	42
f	2012-04-26 03:35:58.42003-07	2	t	19	17
f	2012-04-26 03:38:19.157064-07	2	t	23	22
f	2012-04-26 03:42:03.008269-07	2	t	43	46
f	2012-04-26 03:44:43.288609-07	2	t	28	31
f	2012-04-26 03:19:46.066032-07	2	t	27	26
f	2012-04-26 03:20:48.271601-07	2	t	12	11
f	2012-04-26 03:22:49.003889-07	2	t	24	21
f	2012-04-26 03:23:26.871366-07	2	t	14	15
f	2012-04-26 03:24:18.053402-07	2	t	14	14
f	2012-04-26 03:27:35.514924-07	2	t	23	21
f	2012-04-26 03:28:25.758201-07	2	t	14	13
f	2012-04-26 03:29:37.594895-07	2	t	15	15
