is_machine	date	ui_id	is_valid	src_len	tgt_len
f	2012-03-25 12:31:14.236522-07	2	t	23	22
f	2012-03-25 12:32:38.361002-07	2	t	35	33
f	2012-03-25 12:34:16.758777-07	2	t	25	31
f	2012-03-25 12:36:14.840549-07	2	t	18	18
f	2012-03-25 12:37:45.088593-07	2	t	21	20
f	2012-03-25 12:38:42.907326-07	2	t	22	23
f	2012-03-25 12:19:32.542186-07	2	t	25	28
f	2012-03-25 12:22:35.929683-07	2	t	26	25
f	2012-03-25 12:23:52.221006-07	2	t	18	20
f	2012-03-25 12:24:10.755184-07	2	t	14	13
f	2012-03-25 12:25:30.866563-07	2	t	16	19
f	2012-03-25 12:27:45.346569-07	2	t	23	25
f	2012-03-25 12:29:28.665129-07	2	t	23	25
f	2012-03-25 12:30:50.20218-07	2	t	20	19
f	2012-03-25 12:57:36.548232-07	1	t	41	37
f	2012-03-25 12:58:36.833619-07	1	t	19	16
f	2012-03-25 13:00:40.947649-07	1	t	23	18
f	2012-03-25 13:02:44.329029-07	1	t	43	36
f	2012-03-25 13:03:40.937132-07	1	t	28	29
f	2012-03-25 12:45:39.012099-07	1	t	27	31
f	2012-03-25 12:46:15.578246-07	1	t	12	9
f	2012-03-25 12:47:30.46245-07	1	t	24	23
f	2012-03-25 12:48:43.595987-07	1	t	14	14
f	2012-03-25 12:49:21.003941-07	1	t	14	12
f	2012-03-25 12:51:03.944109-07	1	t	23	25
f	2012-03-25 12:51:36.041219-07	1	t	14	15
f	2012-03-25 12:52:14.122223-07	1	t	15	15
