is_machine	date	ui_id	is_valid	src_len	tgt_len
f	2012-03-22 12:55:30.282668-07	2	t	23	22
f	2012-03-22 12:59:13.631482-07	2	t	35	35
f	2012-03-22 13:03:11.797342-07	2	t	25	28
f	2012-03-22 13:05:28.114656-07	2	t	18	16
f	2012-03-22 13:06:59.924674-07	2	t	21	21
f	2012-03-22 13:09:03.680356-07	2	t	22	24
f	2012-03-22 13:15:00.493578-07	2	t	25	36
f	2012-03-22 13:22:33.909035-07	2	t	26	28
f	2012-03-22 13:23:41.322869-07	2	t	18	21
f	2012-03-22 13:25:27.423614-07	2	t	14	13
f	2012-03-22 13:27:25.066406-07	2	t	16	17
f	2012-03-22 13:30:01.134589-07	2	t	23	24
f	2012-03-22 13:34:22.650407-07	2	t	23	26
f	2012-03-22 13:35:32.195516-07	2	t	20	22
f	2012-03-22 14:14:43.252093-07	1	t	41	42
f	2012-03-22 14:16:26.490059-07	1	t	19	19
f	2012-03-22 14:19:32.375343-07	1	t	23	21
f	2012-03-22 14:27:32.550627-07	1	t	43	41
f	2012-03-22 14:31:13.620672-07	1	t	28	28
f	2012-03-22 13:47:36.694303-07	1	t	27	29
f	2012-03-22 13:49:17.338151-07	1	t	12	13
f	2012-03-22 13:52:36.908592-07	1	t	24	25
f	2012-03-22 13:53:51.804846-07	1	t	14	15
f	2012-03-22 13:58:18.385528-07	1	t	14	14
f	2012-03-22 14:01:30.534925-07	1	t	23	23
f	2012-03-22 14:03:13.955993-07	1	t	14	12
f	2012-03-22 14:05:28.317775-07	1	t	15	15
