is_machine	date	ui_id	is_valid	src_len	tgt_len
f	2012-04-24 08:15:00.451238-07	1	t	23	20
f	2012-04-24 08:20:43.052868-07	1	t	35	35
f	2012-04-24 08:25:06.429902-07	1	t	25	24
f	2012-04-24 08:27:33.117961-07	1	t	18	18
f	2012-04-24 08:28:59.999588-07	1	t	21	20
f	2012-04-24 08:31:06.527597-07	1	t	22	19
f	2012-04-24 07:41:32.619394-07	1	t	25	25
f	2012-04-24 07:48:45.955418-07	1	t	26	25
f	2012-04-24 07:53:40.613378-07	1	t	18	18
f	2012-04-24 07:57:06.343861-07	1	t	14	12
f	2012-04-24 08:01:16.833762-07	1	t	16	19
f	2012-04-24 08:05:30.098957-07	1	t	23	23
f	2012-04-24 08:09:39.242349-07	1	t	23	26
f	2012-04-24 08:11:50.636247-07	1	t	20	21
f	2012-04-24 07:05:04.699068-07	2	t	41	43
f	2012-04-24 07:07:19.34954-07	2	t	19	18
f	2012-04-24 07:11:58.459379-07	2	t	23	22
f	2012-04-24 07:17:25.15653-07	2	t	43	45
f	2012-04-24 07:18:57.381307-07	2	t	28	30
f	2012-04-24 06:41:33.402362-07	2	t	27	28
f	2012-04-24 06:43:33.372121-07	2	t	12	9
f	2012-04-24 06:47:19.546206-07	2	t	24	22
f	2012-04-24 06:47:52.733467-07	2	t	14	14
f	2012-04-24 06:51:47.876535-07	2	t	14	18
f	2012-04-24 06:55:27.302397-07	2	t	23	18
f	2012-04-24 06:56:48.791057-07	2	t	14	13
f	2012-04-24 06:57:52.272967-07	2	t	15	14
