is_machine	date	ui_id	is_valid	src_len	tgt_len
f	2012-03-22 02:19:53.665484-07	2	t	23	22
f	2012-03-22 02:21:54.087116-07	2	t	35	30
f	2012-03-22 02:23:44.246768-07	2	t	25	28
f	2012-03-22 02:25:40.12941-07	2	t	18	20
f	2012-03-22 02:27:46.754825-07	2	t	21	22
f	2012-03-22 02:28:53.135334-07	2	t	22	22
f	2012-03-22 02:31:17.155825-07	2	t	25	30
f	2012-03-22 02:33:22.208441-07	2	t	26	28
f	2012-03-22 02:34:35.502451-07	2	t	18	21
f	2012-03-22 02:35:55.703012-07	2	t	14	12
f	2012-03-22 02:37:05.709293-07	2	t	16	18
f	2012-03-22 02:39:37.198904-07	2	t	23	24
f	2012-03-22 02:42:01.684868-07	2	t	23	27
f	2012-03-22 02:43:29.594239-07	2	t	20	21
f	2012-03-22 03:04:58.580739-07	1	t	41	43
f	2012-03-22 03:06:01.078678-07	1	t	19	17
f	2012-03-22 03:07:08.76417-07	1	t	23	22
f	2012-03-22 03:10:24.652567-07	1	t	43	43
f	2012-03-22 03:11:39.89924-07	1	t	28	31
f	2012-03-22 02:53:55.288257-07	1	t	27	28
f	2012-03-22 02:54:14.305582-07	1	t	12	8
f	2012-03-22 02:56:00.824686-07	1	t	24	23
f	2012-03-22 02:56:54.238654-07	1	t	14	15
f	2012-03-22 02:58:24.493611-07	1	t	14	16
f	2012-03-22 03:00:27.706843-07	1	t	23	21
f	2012-03-22 03:01:02.746831-07	1	t	14	14
f	2012-03-22 03:01:36.729476-07	1	t	15	15
