is_machine	date	ui_id	is_valid	src_len	tgt_len
f	2012-03-22 03:49:42.830884-07	2	t	23	22
f	2012-03-22 03:53:13.557865-07	2	t	35	27
f	2012-03-22 03:55:53.092954-07	2	t	25	23
f	2012-03-22 03:57:45.650524-07	2	t	18	17
f	2012-03-22 03:59:00.931516-07	2	t	21	21
f	2012-03-22 04:01:18.843679-07	2	t	22	24
f	2012-03-22 04:04:30.524186-07	2	t	25	25
f	2012-03-22 04:07:56.125436-07	2	t	26	23
f	2012-03-22 04:10:22.308367-07	2	t	18	20
f	2012-03-22 04:11:42.325022-07	2	t	14	13
f	2012-03-22 04:14:06.76948-07	2	t	16	18
f	2012-03-22 04:15:55.409043-07	2	t	23	25
f	2012-03-22 04:18:01.364877-07	2	t	23	25
f	2012-03-22 04:19:07.726703-07	2	t	20	23
f	2012-03-22 04:43:25.837897-07	1	t	41	36
f	2012-03-22 04:45:53.49969-07	1	t	19	16
f	2012-03-22 04:48:03.777792-07	1	t	23	22
f	2012-03-22 04:52:56.481746-07	1	t	43	40
f	2012-03-22 04:55:18.247413-07	1	t	28	29
f	2012-03-22 04:23:27.629451-07	1	t	27	30
f	2012-03-22 04:24:05.6757-07	1	t	12	9
f	2012-03-22 04:26:47.94628-07	1	t	24	21
f	2012-03-22 04:28:38.591684-07	1	t	14	16
f	2012-03-22 04:31:53.047484-07	1	t	14	14
f	2012-03-22 04:35:09.007698-07	1	t	23	21
f	2012-03-22 04:37:16.75124-07	1	t	14	13
f	2012-03-22 04:38:21.283852-07	1	t	15	15
