is_machine	date	ui_id	is_valid	src_len	tgt_len
f	2012-03-16 08:24:09.908961-07	2	t	23	24
f	2012-03-16 08:27:05.061388-07	2	t	35	36
f	2012-03-16 08:29:22.067956-07	2	t	25	30
f	2012-03-16 08:30:56.978115-07	2	t	18	17
f	2012-03-16 08:31:52.827673-07	2	t	21	21
f	2012-03-16 08:33:17.131313-07	2	t	22	21
f	2012-03-16 08:09:30.864289-07	2	t	25	29
f	2012-03-16 08:13:20.910808-07	2	t	26	26
f	2012-03-16 08:15:19.086421-07	2	t	18	19
f	2012-03-16 08:16:06.37702-07	2	t	14	14
f	2012-03-16 08:18:16.047072-07	2	t	16	18
f	2012-03-16 08:20:04.127178-07	2	t	23	23
f	2012-03-16 08:21:52.539065-07	2	t	23	24
f	2012-03-16 08:22:54.788536-07	2	t	20	23
f	2012-03-16 08:41:50.978043-07	1	t	41	42
f	2012-03-16 08:43:54.132809-07	1	t	19	17
f	2012-03-16 08:46:29.954651-07	1	t	23	20
f	2012-03-16 08:51:23.868899-07	1	t	43	44
f	2012-03-16 08:53:29.954554-07	1	t	28	30
f	2012-03-16 08:56:50.327417-07	1	t	27	30
f	2012-03-16 08:57:57.58511-07	1	t	12	14
f	2012-03-16 09:00:55.618437-07	1	t	24	24
f	2012-03-16 09:02:12.253502-07	1	t	14	15
f	2012-03-16 09:03:55.539205-07	1	t	14	16
f	2012-03-16 09:06:27.103698-07	1	t	23	25
f	2012-03-16 09:07:42.909369-07	1	t	14	12
f	2012-03-16 09:09:32.810815-07	1	t	15	15
