is_machine	date	ui_id	is_valid	src_len	tgt_len
f	2012-03-16 13:44:04.647953-07	2	t	23	21
f	2012-03-16 13:46:54.428115-07	2	t	35	32
f	2012-03-16 13:49:41.143344-07	2	t	25	26
f	2012-03-16 13:53:30.500742-07	2	t	18	19
f	2012-03-16 13:54:00.351938-07	2	t	21	21
f	2012-03-16 13:56:28.386849-07	2	t	22	21
f	2012-03-16 13:28:09.473141-07	2	t	25	34
f	2012-03-16 13:31:51.72095-07	2	t	26	25
f	2012-03-16 13:33:22.461966-07	2	t	18	21
f	2012-03-16 13:33:54.569837-07	2	t	14	13
f	2012-03-16 13:35:49.910529-07	2	t	16	17
f	2012-03-16 13:40:08.800736-07	2	t	23	26
f	2012-03-16 13:41:51.094225-07	2	t	23	26
f	2012-03-16 13:43:25.884155-07	2	t	20	23
f	2012-03-16 12:55:20.739475-07	1	t	41	37
f	2012-03-16 12:56:56.862477-07	1	t	19	18
f	2012-03-16 12:59:16.815595-07	1	t	23	21
f	2012-03-16 13:04:38.177611-07	1	t	43	43
f	2012-03-16 13:06:42.43822-07	1	t	28	28
f	2012-03-16 13:10:11.061882-07	1	t	27	31
f	2012-03-16 13:11:01.559685-07	1	t	12	9
f	2012-03-16 13:12:53.228217-07	1	t	24	24
f	2012-03-16 13:14:25.543087-07	1	t	14	15
f	2012-03-16 13:15:38.926242-07	1	t	14	15
f	2012-03-16 13:19:19.994899-07	1	t	23	27
f	2012-03-16 13:20:41.27178-07	1	t	14	14
f	2012-03-16 13:21:44.837521-07	1	t	15	12
