is_machine	date	ui_id	is_valid	src_len	tgt_len
f	2012-03-21 08:35:52.635335-07	2	t	23	21
f	2012-03-21 08:37:26.080514-07	2	t	35	29
f	2012-03-21 08:39:19.765373-07	2	t	25	23
f	2012-03-21 08:41:14.081484-07	2	t	18	17
f	2012-03-21 08:43:03.044579-07	2	t	21	21
f	2012-03-21 08:44:17.478514-07	2	t	22	21
f	2012-03-21 08:14:48.921977-07	2	t	25	26
f	2012-03-21 08:19:56.666772-07	2	t	26	22
f	2012-03-21 08:21:29.801498-07	2	t	18	18
f	2012-03-21 08:23:30.627619-07	2	t	14	12
f	2012-03-21 08:25:57.821485-07	2	t	16	22
f	2012-03-21 08:29:02.26663-07	2	t	23	26
f	2012-03-21 08:32:04.109886-07	2	t	23	23
f	2012-03-21 08:34:08.613198-07	2	t	20	26
f	2012-03-21 08:54:04.985897-07	1	t	41	39
f	2012-03-21 08:55:26.553287-07	1	t	19	16
f	2012-03-21 08:57:07.889652-07	1	t	23	21
f	2012-03-21 09:02:36.039923-07	1	t	43	40
f	2012-03-21 09:06:02.481062-07	1	t	28	30
f	2012-03-21 09:07:28.000129-07	1	t	27	30
f	2012-03-21 09:08:59.217964-07	1	t	12	9
f	2012-03-21 09:12:27.456609-07	1	t	24	21
f	2012-03-21 09:13:59.098412-07	1	t	14	11
f	2012-03-21 09:14:36.376913-07	1	t	14	12
f	2012-03-21 09:16:33.163875-07	1	t	23	25
f	2012-03-21 09:17:41.234585-07	1	t	14	16
f	2012-03-21 09:18:28.121295-07	1	t	15	15
