is_machine	date	ui_id	is_valid	src_len	tgt_len
f	2012-03-19 03:01:06.018111-07	2	t	23	23
f	2012-03-19 03:08:13.915784-07	2	t	35	37
f	2012-03-19 03:15:38.243741-07	2	t	25	25
f	2012-03-19 03:18:27.406856-07	2	t	18	15
f	2012-03-19 03:22:25.703232-07	2	t	21	21
f	2012-03-19 03:25:43.262475-07	2	t	22	23
f	2012-03-19 03:36:35.316223-07	2	t	25	24
f	2012-03-19 03:46:41.104104-07	2	t	26	24
f	2012-03-19 03:51:55.353405-07	2	t	18	20
f	2012-03-19 03:56:03.643989-07	2	t	14	15
f	2012-03-19 04:05:20.261533-07	2	t	16	22
f	2012-03-19 04:16:08.674263-07	2	t	23	23
f	2012-03-19 04:23:08.932314-07	2	t	23	23
f	2012-03-19 04:26:28.854023-07	2	t	20	22
f	2012-03-19 02:13:46.951999-07	1	t	41	40
f	2012-03-19 02:16:47.319288-07	1	t	19	18
f	2012-03-19 02:23:52.00879-07	1	t	23	24
f	2012-03-19 02:35:46.475448-07	1	t	43	44
f	2012-03-19 02:42:39.451072-07	1	t	28	28
f	2012-03-19 01:26:54.38643-07	1	t	27	31
f	2012-03-19 01:28:36.307505-07	1	t	12	9
f	2012-03-19 01:38:25.780544-07	1	f	24	1
f	2012-03-19 01:41:14.961522-07	1	t	14	13
f	2012-03-19 01:43:46.785041-07	1	t	14	13
f	2012-03-19 01:51:49.896919-07	1	t	23	23
f	2012-03-19 01:54:01.63106-07	1	t	14	14
f	2012-03-19 01:59:08.294637-07	1	t	15	15
