is_machine	date	ui_id	is_valid	src_len	tgt_len
f	2012-04-21 15:03:36.817619-07	1	t	23	23
f	2012-04-21 15:05:24.960543-07	1	t	35	33
f	2012-04-21 15:07:36.083497-07	1	t	25	23
f	2012-04-21 15:09:20.078717-07	1	t	18	20
f	2012-04-21 15:11:34.857297-07	1	t	21	21
f	2012-04-21 15:13:33.963152-07	1	t	22	21
f	2012-04-21 15:30:21.544052-07	1	t	25	27
f	2012-04-21 15:34:25.645928-07	1	t	26	19
f	2012-04-21 15:36:20.89894-07	1	t	18	19
f	2012-04-21 15:37:55.191399-07	1	t	14	15
f	2012-04-21 15:39:51.92003-07	1	t	16	20
f	2012-04-21 15:42:04.270668-07	1	t	23	25
f	2012-04-21 15:44:53.427228-07	1	t	23	27
f	2012-04-21 15:46:39.442849-07	1	t	20	22
f	2012-04-21 15:54:11.296935-07	2	t	41	42
f	2012-04-21 15:55:45.158887-07	2	t	19	18
f	2012-04-21 15:58:13.594446-07	2	t	23	22
f	2012-04-21 16:03:10.534342-07	2	t	43	44
f	2012-04-21 16:04:23.949902-07	2	t	28	28
f	2012-04-21 16:05:38.097349-07	2	t	27	29
f	2012-04-21 16:06:25.170926-07	2	t	12	12
f	2012-04-21 16:08:35.615004-07	2	t	24	27
f	2012-04-21 16:08:52.165356-07	2	t	14	14
f	2012-04-21 16:09:47.80819-07	2	t	14	14
f	2012-04-21 16:11:41.143471-07	2	t	23	22
f	2012-04-21 16:12:01.291824-07	2	t	14	13
f	2012-04-21 16:12:57.420478-07	2	t	15	15
