is_machine	date	ui_id	is_valid	src_len	tgt_len
f	2012-03-22 03:35:09.142565-07	2	t	23	24
f	2012-03-22 03:39:00.805932-07	2	t	35	41
f	2012-03-22 03:40:27.007612-07	2	t	25	32
f	2012-03-22 03:42:09.933069-07	2	t	18	17
f	2012-03-22 03:43:39.399571-07	2	t	21	22
f	2012-03-22 03:44:49.830153-07	2	t	22	21
f	2012-03-22 03:49:05.136497-07	2	t	25	30
f	2012-03-22 03:53:03.076476-07	2	t	26	28
f	2012-03-22 03:55:50.57866-07	2	t	18	19
f	2012-03-22 03:58:00.527619-07	2	t	14	15
f	2012-03-22 04:00:01.031979-07	2	t	16	19
f	2012-03-22 04:02:29.587457-07	2	t	23	26
f	2012-03-22 04:04:40.674071-07	2	t	23	28
f	2012-03-22 04:05:56.522287-07	2	t	20	22
f	2012-03-22 04:20:34.119527-07	1	t	41	42
f	2012-03-22 04:22:45.379847-07	1	t	19	17
f	2012-03-22 04:25:38.723965-07	1	t	23	21
f	2012-03-22 04:32:12.213354-07	1	t	43	51
f	2012-03-22 04:35:10.276079-07	1	t	28	31
f	2012-03-22 04:39:09.104579-07	1	t	27	28
f	2012-03-22 04:39:41.582348-07	1	t	12	10
f	2012-03-22 04:42:07.724133-07	1	t	24	23
f	2012-03-22 04:43:09.637891-07	1	t	14	13
f	2012-03-22 04:44:26.081815-07	1	t	14	13
f	2012-03-22 04:48:02.384003-07	1	t	23	26
f	2012-03-22 04:49:30.438584-07	1	t	14	12
f	2012-03-22 04:51:12.594832-07	1	t	15	15
