is_machine	date	ui_id	is_valid	src_len	tgt_len
f	2012-03-15 13:59:52.50388-07	2	t	23	22
f	2012-03-15 14:02:38.289124-07	2	t	35	36
f	2012-03-15 14:06:36.634294-07	2	t	25	34
f	2012-03-15 14:07:42.403079-07	2	t	18	20
f	2012-03-15 14:09:46.529862-07	2	t	21	23
f	2012-03-15 14:12:07.056323-07	2	t	22	25
f	2012-03-15 13:43:52.010292-07	2	t	25	36
f	2012-03-15 13:48:28.599352-07	2	t	26	23
f	2012-03-15 13:50:31.962532-07	2	t	18	22
f	2012-03-15 13:52:27.673072-07	2	t	14	12
f	2012-03-15 13:53:48.628574-07	2	t	16	20
f	2012-03-15 13:55:22.635532-07	2	t	23	29
f	2012-03-15 13:57:21.187751-07	2	t	23	26
f	2012-03-15 13:59:26.502336-07	2	t	20	23
f	2012-03-15 13:22:07.980779-07	1	t	41	44
f	2012-03-15 13:24:31.042167-07	1	t	19	21
f	2012-03-15 13:29:10.08066-07	1	t	23	22
f	2012-03-15 13:34:20.925256-07	1	t	43	46
f	2012-03-15 13:39:15.052611-07	1	t	28	29
f	2012-03-15 12:59:00.068401-07	1	t	27	28
f	2012-03-15 12:59:56.028459-07	1	t	12	10
f	2012-03-15 13:02:41.281504-07	1	t	24	23
f	2012-03-15 13:04:34.4595-07	1	t	14	14
f	2012-03-15 13:07:54.304855-07	1	t	14	15
f	2012-03-15 13:10:55.20982-07	1	t	23	22
f	2012-03-15 13:13:04.78618-07	1	t	14	15
f	2012-03-15 13:15:16.606512-07	1	t	15	18
