srclang,trglang,srcIndex,documentId,segmentId,judgeId,system1Number,system1Id,system2Number,system2Id,rank
English,German,4,en-de.test,4,A2JDNNDPLBBXNY,31,60,44,73,2
English,German,5,en-de.test,5,A2JDNNDPLBBXNY,29,57,14,3,1
English,German,6,en-de.test,6,A2JDNNDPLBBXNY,4,15,46,76,2
English,German,1,en-de.test,1,A2JDNNDPLBBXNY,44,73,12,25,2
English,German,2,en-de.test,2,A2JDNNDPLBBXNY,26,54,16,35,2
English,German,3,en-de.test,3,A2JDNNDPLBBXNY,26,54,23,5,2
English,German,4,en-de.test,4,AWKERRATNH7PH,17,4,6,18,1
English,German,5,en-de.test,5,AWKERRATNH7PH,26,54,31,60,1
English,German,6,en-de.test,6,AWKERRATNH7PH,4,15,6,18,1
English,German,10,en-de.test,10,A11OB4C3DALWSG,20,42,3,13,1
English,German,11,en-de.test,11,A11OB4C3DALWSG,16,35,3,13,1
English,German,12,en-de.test,12,A11OB4C3DALWSG,23,5,14,3,2
English,German,10,en-de.test,10,AWKERRATNH7PH,20,42,3,13,2
English,German,11,en-de.test,11,AWKERRATNH7PH,16,35,3,13,1
English,German,12,en-de.test,12,AWKERRATNH7PH,23,5,14,3,2
English,German,16,en-de.test,16,AWKERRATNH7PH,12,25,14,3,1
English,German,17,en-de.test,17,AWKERRATNH7PH,25,53,12,25,2
English,German,18,en-de.test,18,AWKERRATNH7PH,6,18,43,72,2
English,German,10,en-de.test,10,AWKERRATNH7PH,16,35,26,54,2
English,German,11,en-de.test,11,AWKERRATNH7PH,20,42,31,60,1
English,German,12,en-de.test,12,AWKERRATNH7PH,4,15,12,25,2
English,German,1,en-de.test,1,AWKERRATNH7PH,12,25,4,15,1
English,German,2,en-de.test,2,AWKERRATNH7PH,20,42,25,53,1
English,German,3,en-de.test,3,AWKERRATNH7PH,29,57,4,15,2
English,German,19,en-de.test,19,AWKERRATNH7PH,6,18,16,35,2
English,German,20,en-de.test,20,AWKERRATNH7PH,29,57,4,15,1
English,German,21,en-de.test,21,AWKERRATNH7PH,44,73,4,15,1
English,German,16,en-de.test,16,A2W1973BT2VH3R,17,4,29,57,1
English,German,17,en-de.test,17,A2W1973BT2VH3R,14,3,16,35,1
English,German,18,en-de.test,18,A2W1973BT2VH3R,23,5,46,76,1
English,German,4,en-de.test,4,AWKERRATNH7PH,4,15,25,53,2
English,German,5,en-de.test,5,AWKERRATNH7PH,14,3,23,5,2
English,German,6,en-de.test,6,AWKERRATNH7PH,16,35,23,5,1
English,German,10,en-de.test,10,A2JDNNDPLBBXNY,16,35,29,57,2
English,German,11,en-de.test,11,A2JDNNDPLBBXNY,43,72,23,5,2
