src_id,sys_id,rank
0,56,1
0,78,1
0,33,3
0,79,4
0,77,5
0,10,5
0,24,7
0,61,8
0,11,9
0,75,10
0,55,11
0,49,12
0,40,13
0,23,14
0,59,15
0,51,16
0,48,17
1,78,1
1,24,2
1,56,2
1,75,2
1,49,5
1,11,5
1,77,7
1,10,7
1,40,9
1,61,10
1,59,11
1,79,12
1,23,13
1,33,14
1,55,15
1,51,16
1,48,17
2,23,1
2,51,2
2,78,2
2,56,4
2,11,5
2,10,6
2,24,7
2,77,8
2,79,9
2,75,10
2,33,11
2,49,12
2,40,13
2,48,14
2,61,15
2,59,16
2,55,17
3,51,1
3,49,2
3,56,3
3,10,4
3,78,4
3,24,6
3,61,7
3,59,8
3,40,9
3,23,10
3,75,10
3,77,12
3,11,13
3,79,14
3,55,15
3,33,16
3,48,17
4,79,1
4,56,1
4,24,3
4,78,4
4,61,5
4,77,6
4,10,7
4,11,8
4,49,9
4,23,10
4,51,10
4,40,12
4,75,13
4,33,14
4,55,15
4,59,16
4,48,17
5,11,1
5,10,1
5,24,1
5,33,4
5,56,5
5,23,6
5,78,7
5,49,8
5,59,9
5,61,10
5,75,11
5,79,11
5,51,13
5,55,14
5,40,15
5,77,16
5,48,17
6,77,1
6,11,2
6,79,3
6,49,4
6,61,5
6,10,6
6,78,7
6,33,8
6,40,9
6,24,10
6,23,11
6,59,12
6,51,13
6,56,14
6,55,15
6,75,16
6,48,17
7,10,1
7,61,2
7,51,3
7,49,4
7,77,5
7,24,5
7,75,7
7,33,8
7,11,8
7,78,10
7,56,11
7,59,12
7,23,13
7,40,14
7,79,15
7,55,16
7,48,17
8,11,1
8,78,2
8,24,3
8,10,3
8,33,5
8,61,6
8,56,7
8,23,8
8,77,9
8,75,10
8,59,11
8,51,12
8,49,13
8,79,14
8,40,15
8,55,16
8,48,17
9,33,1
9,79,2
9,49,3
9,24,3
9,78,5
9,59,6
9,10,7
9,61,8
9,51,9
9,23,10
9,11,11
9,77,12
9,56,13
9,55,14
9,40,14
9,75,16
9,48,17
10,24,1
10,49,2
10,10,2
10,23,4
10,33,4
10,11,6
10,51,7
10,78,8
10,59,8
10,56,10
10,75,11
10,40,12
10,61,13
10,77,14
10,79,15
10,55,16
10,48,17
11,33,1
11,10,2
11,56,3
11,23,4
11,49,5
11,78,6
11,59,7
11,55,8
11,51,9
11,11,9
11,40,11
11,61,12
11,24,13
11,75,13
11,77,15
11,48,16
11,79,17
12,10,1
12,24,2
12,11,3
12,59,4
12,75,5
12,49,6
12,78,7
12,23,8
12,61,9
12,77,10
12,51,11
12,33,12
12,55,13
12,56,14
12,40,15
12,48,16
12,79,17
13,24,1
13,10,2
13,11,3
13,59,4
13,55,4
13,78,4
13,61,7
13,75,8
13,49,8
13,33,10
13,40,11
13,51,12
13,77,13
13,23,14
13,56,15
13,48,16
13,79,17
14,78,1
14,33,2
14,56,3
14,11,4
14,59,5
14,55,6
14,49,7
14,10,8
14,77,9
14,23,10
14,61,11
14,51,12
14,75,13
14,79,14
14,40,15
14,24,16
14,48,17
15,49,1
15,77,1
15,61,3
15,10,4
15,75,5
15,11,5
15,40,7
15,79,8
15,23,9
15,24,10
15,59,11
15,78,12
15,51,13
15,56,14
15,55,14
15,33,14
15,48,17
16,78,1
16,75,2
16,79,3
16,56,3
16,77,5
16,49,6
16,11,7
16,33,7
16,40,9
16,51,9
16,61,11
16,59,12
16,10,13
16,23,14
16,24,15
16,55,16
16,48,17
17,24,1
17,77,2
17,55,3
17,78,3
17,10,3
17,59,6
17,79,7
17,51,8
17,61,9
17,56,10
17,23,11
17,75,12
17,49,13
17,11,14
17,40,15
17,33,16
17,48,17
18,78,1
18,11,2
18,23,2
18,56,2
18,40,5
18,79,6
18,59,7
18,75,8
18,77,9
18,61,10
18,10,11
18,55,11
18,51,13
18,33,14
18,24,15
18,49,16
18,48,17
19,79,1
19,56,2
19,75,3
19,61,3
19,78,5
19,49,6
19,55,7
19,59,8
19,40,9
19,24,10
19,77,10
19,51,12
19,10,12
19,23,14
19,11,15
19,33,16
19,48,17
20,59,1
20,77,1
20,78,1
20,55,1
20,51,5
20,24,5
20,79,7
20,49,8
20,40,8
20,75,8
20,10,8
20,23,12
20,61,12
20,56,14
20,33,15
20,11,16
20,48,17
21,77,1
21,24,1
21,75,3
21,78,3
21,40,5
21,51,6
21,56,7
21,59,7
21,11,9
21,10,10
21,23,11
21,61,12
21,79,13
21,33,14
21,55,15
21,49,16
21,48,17
22,56,1
22,10,1
22,51,3
22,77,4
22,55,4
22,61,4
22,49,7
22,33,7
22,78,9
22,59,10
22,11,11
22,40,12
22,24,13
22,23,14
22,79,15
22,75,16
22,48,17
23,75,1
23,24,2
23,51,3
23,49,4
23,56,5
23,77,5
23,61,7
23,10,8
23,55,9
23,59,10
23,11,11
23,23,11
23,79,13
23,78,14
23,40,15
23,33,16
23,48,17
24,75,1
24,49,1
24,40,3
24,24,4
24,51,4
24,33,6
24,11,7
24,23,8
24,78,9
24,56,9
24,77,11
24,55,11
24,59,13
24,79,14
24,61,15
24,10,16
24,48,17
25,10,1
25,78,2
25,51,3
25,56,4
25,11,5
25,55,6
25,79,7
25,75,8
25,24,8
25,77,10
25,33,11
25,59,12
25,61,13
25,49,14
25,40,15
25,23,16
25,48,17
26,10,1
26,79,2
26,77,2
26,11,4
26,23,5
26,33,6
26,75,7
26,49,8
26,56,9
26,24,10
26,51,11
26,55,12
26,61,13
26,59,14
26,40,15
26,78,16
26,48,17
