is_machine	date	ui_id	is_valid	src_len	tgt_len
f	2012-03-28 11:04:28.821957-07	2	t	23	18
f	2012-03-28 11:06:08.6344-07	2	t	35	22
f	2012-03-28 11:08:07.981885-07	2	t	25	20
f	2012-03-28 11:11:16.353833-07	2	t	18	16
f	2012-03-28 11:12:04.617567-07	2	t	21	17
f	2012-03-28 11:13:46.218634-07	2	t	22	20
f	2012-03-28 11:18:02.299268-07	2	t	25	25
f	2012-03-28 11:20:27.718822-07	2	t	26	22
f	2012-03-28 11:22:06.418934-07	2	t	18	15
f	2012-03-28 11:23:41.369244-07	2	t	14	14
f	2012-03-28 11:25:54.748732-07	2	t	16	17
f	2012-03-28 11:28:47.239149-07	2	t	23	26
f	2012-03-28 11:30:26.762928-07	2	t	23	20
f	2012-03-28 11:33:48.439726-07	2	t	20	20
f	2012-03-28 11:37:39.561065-07	1	t	41	25
f	2012-03-28 11:38:20.350219-07	1	t	19	16
f	2012-03-28 11:39:37.708289-07	1	t	23	13
f	2012-03-28 11:43:28.675286-07	1	t	43	29
f	2012-03-28 11:44:55.857072-07	1	t	28	19
f	2012-03-28 11:48:37.047761-07	1	t	27	28
f	2012-03-28 11:49:07.057637-07	1	t	12	9
f	2012-03-28 11:50:42.864535-07	1	t	24	15
f	2012-03-28 11:52:01.967337-07	1	t	14	12
f	2012-03-28 11:53:04.492666-07	1	t	14	15
f	2012-03-28 11:54:52.641671-07	1	t	23	20
f	2012-03-28 11:56:21.995968-07	1	t	14	11
f	2012-03-28 11:57:27.191667-07	1	t	15	14
