is_machine	date	ui_id	is_valid	src_len	tgt_len
f	2012-03-23 15:59:55.981584-07	2	t	23	18
f	2012-03-23 16:01:46.78767-07	2	t	35	23
f	2012-03-23 16:03:23.940641-07	2	t	25	17
f	2012-03-23 16:05:20.429795-07	2	t	18	16
f	2012-03-23 16:06:21.24654-07	2	t	21	18
f	2012-03-23 16:07:04.934858-07	2	t	22	21
f	2012-03-23 15:43:23.308627-07	2	t	25	22
f	2012-03-23 15:46:19.264961-07	2	t	26	27
f	2012-03-23 15:48:21.911228-07	2	t	18	16
f	2012-03-23 15:49:43.600067-07	2	t	14	12
f	2012-03-23 15:51:53.700252-07	2	t	16	18
f	2012-03-23 15:55:15.350891-07	2	t	23	26
f	2012-03-23 15:56:57.932241-07	2	t	23	21
f	2012-03-23 15:58:12.901083-07	2	t	20	16
f	2012-03-23 15:16:16.890777-07	1	t	41	33
f	2012-03-23 15:17:46.292117-07	1	t	19	18
f	2012-03-23 15:19:11.502697-07	1	t	23	15
f	2012-03-23 15:23:15.805248-07	1	t	43	33
f	2012-03-23 15:24:32.197033-07	1	t	28	23
f	2012-03-23 15:27:41.434091-07	1	t	27	24
f	2012-03-23 15:29:17.117366-07	1	t	12	9
f	2012-03-23 15:30:26.515878-07	1	t	24	19
f	2012-03-23 15:31:25.769768-07	1	t	14	12
f	2012-03-23 15:32:43.975602-07	1	t	14	12
f	2012-03-23 15:34:38.331762-07	1	t	23	21
f	2012-03-23 15:37:24.193234-07	1	t	14	11
f	2012-03-23 15:38:58.111256-07	1	t	15	15
