is_machine	date	ui_id	is_valid	src_len	tgt_len
f	2012-04-23 03:46:33.111987-07	1	t	23	12
f	2012-04-23 03:49:48.405701-07	1	t	35	23
f	2012-04-23 03:51:32.498012-07	1	t	25	14
f	2012-04-23 03:54:58.189366-07	1	t	18	18
f	2012-04-23 03:56:38.678598-07	1	t	21	15
f	2012-04-23 09:22:33.041534-07	1	t	22	16
f	2012-04-23 09:25:05.831572-07	1	t	25	19
f	2012-04-23 09:27:06.796884-07	1	t	26	20
f	2012-04-23 09:29:19.580776-07	1	t	18	18
f	2012-04-23 09:30:32.811507-07	1	t	14	10
f	2012-04-23 09:32:04.670232-07	1	t	16	16
f	2012-04-23 09:34:19.408175-07	1	t	23	23
f	2012-04-23 09:37:24.702339-07	1	t	23	17
f	2012-04-23 09:38:44.272916-07	1	t	20	16
f	2012-04-23 09:48:23.189192-07	2	t	41	32
f	2012-04-23 09:49:37.526331-07	2	t	19	14
f	2012-04-23 09:50:45.127328-07	2	t	23	13
f	2012-04-23 09:52:51.455896-07	2	t	43	39
f	2012-04-23 09:54:18.306318-07	2	t	28	30
f	2012-04-23 09:40:11.198265-07	2	t	27	27
f	2012-04-23 09:40:46.206935-07	2	t	12	11
f	2012-04-23 09:41:44.64398-07	2	t	24	19
f	2012-04-23 09:42:31.719141-07	2	t	14	14
f	2012-04-23 09:43:14.316207-07	2	t	14	12
f	2012-04-23 09:44:42.24698-07	2	t	23	21
f	2012-04-23 09:45:34.135693-07	2	t	14	10
f	2012-04-23 09:45:57.782518-07	2	t	15	15
