is_machine	date	ui_id	is_valid	src_len	tgt_len
f	2012-03-24 02:23:22.30998-07	2	t	23	18
f	2012-03-24 02:25:48.753265-07	2	t	35	26
f	2012-03-24 02:27:56.37291-07	2	t	25	25
f	2012-03-24 02:29:13.586999-07	2	t	18	17
f	2012-03-24 02:30:41.215698-07	2	t	21	20
f	2012-03-24 02:31:31.414767-07	2	t	22	22
f	2012-03-24 02:36:36.207559-07	2	t	25	36
f	2012-03-24 03:06:22.090609-07	2	t	26	23
f	2012-03-24 03:10:21.471513-07	2	t	18	19
f	2012-03-24 03:14:50.458137-07	2	t	14	18
f	2012-03-24 03:20:26.393955-07	2	t	16	21
f	2012-03-24 03:25:38.081263-07	2	t	23	31
f	2012-03-24 03:30:06.015898-07	2	t	23	23
f	2012-03-24 03:34:56.911604-07	2	t	20	22
f	2012-03-24 04:55:13.952165-07	1	t	41	36
f	2012-03-24 04:59:22.527071-07	1	t	19	23
f	2012-03-24 05:04:55.692557-07	1	t	23	14
f	2012-03-24 05:15:52.81782-07	1	t	43	37
f	2012-03-24 05:21:09.353093-07	1	t	28	30
f	2012-03-24 04:17:17.173907-07	1	t	27	31
f	2012-03-24 04:18:27.160362-07	1	t	12	11
f	2012-03-24 04:28:24.430654-07	1	t	24	18
f	2012-03-24 04:29:53.533522-07	1	t	14	15
f	2012-03-24 04:31:22.207765-07	1	t	14	13
f	2012-03-24 04:34:24.607775-07	1	t	23	14
f	2012-03-24 04:35:40.846804-07	1	t	14	11
f	2012-03-24 04:37:25.816808-07	1	t	15	15
