is_machine	date	ui_id	is_valid	src_len	tgt_len
f	2012-03-27 13:07:30.630038-07	2	t	23	16
f	2012-03-27 13:10:13.635274-07	2	t	35	24
f	2012-03-27 13:11:25.815321-07	2	t	25	19
f	2012-03-27 13:12:57.037157-07	2	t	18	18
f	2012-03-27 13:13:53.196713-07	2	t	21	17
f	2012-03-27 13:15:32.41929-07	2	t	22	17
f	2012-03-27 12:48:15.776584-07	2	t	25	33
f	2012-03-27 12:51:55.248607-07	2	t	26	21
f	2012-03-27 12:55:11.303074-07	2	t	18	16
f	2012-03-27 12:56:41.619027-07	2	t	14	15
f	2012-03-27 12:59:17.186807-07	2	t	16	17
f	2012-03-27 13:02:39.195559-07	2	t	23	33
f	2012-03-27 13:04:14.464904-07	2	t	23	21
f	2012-03-27 13:05:46.024357-07	2	t	20	18
f	2012-03-27 12:31:35.102486-07	1	t	41	31
f	2012-03-27 12:32:36.822661-07	1	t	19	16
f	2012-03-27 12:34:29.240539-07	1	t	23	12
f	2012-03-27 12:40:44.082918-07	1	t	43	37
f	2012-03-27 12:42:31.945646-07	1	t	28	25
f	2012-03-27 12:15:11.073883-07	1	t	27	32
f	2012-03-27 12:16:03.234973-07	1	t	12	9
f	2012-03-27 12:18:11.378331-07	1	t	24	12
f	2012-03-27 12:20:10.439815-07	1	t	14	15
f	2012-03-27 12:21:29.923663-07	1	t	14	14
f	2012-03-27 12:23:40.573505-07	1	t	23	22
f	2012-03-27 12:25:54.247402-07	1	t	14	18
f	2012-03-27 12:27:20.829235-07	1	t	15	14
