is_machine	date	ui_id	is_valid	src_len	tgt_len
f	2012-03-29 04:39:09.253871-07	2	t	23	20
f	2012-03-29 04:43:50.449243-07	2	t	35	27
f	2012-03-29 04:48:05.027564-07	2	t	25	21
f	2012-03-29 04:49:33.841853-07	2	t	18	17
f	2012-03-29 04:51:46.44406-07	2	t	21	16
f	2012-03-29 04:55:25.196178-07	2	t	22	18
f	2012-03-29 05:02:56.233632-07	2	t	25	26
f	2012-03-29 05:06:56.552221-07	2	t	26	24
f	2012-03-29 05:08:36.406216-07	2	t	18	15
f	2012-03-29 05:12:18.2468-07	2	t	14	14
f	2012-03-29 05:15:12.310888-07	2	t	16	18
f	2012-03-29 05:19:08.46932-07	2	t	23	28
f	2012-03-29 05:25:12.249184-07	2	t	23	21
f	2012-03-29 05:26:59.496716-07	2	t	20	16
f	2012-03-29 06:40:37.629126-07	1	t	41	31
f	2012-03-29 06:44:09.019527-07	1	t	19	13
f	2012-03-29 06:51:17.574299-07	1	t	23	12
f	2012-03-29 07:01:09.808435-07	1	t	43	41
f	2012-03-29 07:06:04.140729-07	1	t	28	23
f	2012-03-29 05:53:53.409149-07	1	t	27	24
f	2012-03-29 05:57:33.720333-07	1	t	12	8
f	2012-03-29 06:03:07.284869-07	1	t	24	14
f	2012-03-29 06:07:35.673567-07	1	t	14	8
f	2012-03-29 06:10:14.153312-07	1	t	14	13
f	2012-03-29 06:17:25.682999-07	1	t	23	20
f	2012-03-29 06:21:54.086091-07	1	t	14	13
f	2012-03-29 06:25:49.659422-07	1	t	15	14
