is_machine	date	ui_id	is_valid	src_len	tgt_len
f	2012-03-16 07:35:18.340082-07	2	t	23	18
f	2012-03-16 07:38:46.904138-07	2	t	35	34
f	2012-03-16 07:41:15.845082-07	2	t	25	30
f	2012-03-16 07:43:25.132657-07	2	t	18	15
f	2012-03-16 07:45:05.616763-07	2	t	21	19
f	2012-03-16 07:46:21.663374-07	2	t	22	22
f	2012-03-16 07:13:04.204777-07	2	t	25	34
f	2012-03-16 07:16:42.416922-07	2	t	26	22
f	2012-03-16 07:19:43.232801-07	2	t	18	23
f	2012-03-16 07:21:46.585961-07	2	t	14	19
f	2012-03-16 07:24:50.005344-07	2	t	16	19
f	2012-03-16 07:29:19.63418-07	2	t	23	40
f	2012-03-16 07:31:29.820967-07	2	t	23	22
f	2012-03-16 07:33:19.279063-07	2	t	20	20
f	2012-03-16 08:55:00.429039-07	1	t	41	37
f	2012-03-16 08:57:47.479921-07	1	t	19	19
f	2012-03-16 09:03:03.618791-07	1	t	23	16
f	2012-03-16 09:08:50.015326-07	1	t	43	36
f	2012-03-16 09:12:14.63619-07	1	t	28	28
f	2012-03-16 08:27:35.44203-07	1	t	27	39
f	2012-03-16 08:28:55.840566-07	1	t	12	13
f	2012-03-16 08:31:31.120166-07	1	t	24	22
f	2012-03-16 08:34:22.964988-07	1	t	14	14
f	2012-03-16 08:35:38.475911-07	1	t	14	15
f	2012-03-16 08:40:11.007854-07	1	t	23	23
f	2012-03-16 08:44:28.364353-07	1	t	14	14
f	2012-03-16 08:47:39.666738-07	1	t	15	17
