is_machine	date	ui_id	is_valid	src_len	tgt_len
f	2012-03-19 07:07:11.909391-07	2	t	23	18
f	2012-03-19 07:10:31.783263-07	2	t	35	24
f	2012-03-19 07:12:29.710744-07	2	t	25	19
f	2012-03-19 07:13:56.572775-07	2	t	18	16
f	2012-03-19 07:15:17.808509-07	2	t	21	17
f	2012-03-19 07:15:46.864374-07	2	t	22	21
f	2012-03-19 07:19:48.829094-07	2	t	25	25
f	2012-03-19 07:22:54.223316-07	2	t	26	23
f	2012-03-19 07:23:55.091641-07	2	t	18	15
f	2012-03-19 07:25:18.024659-07	2	t	14	14
f	2012-03-19 07:27:13.243539-07	2	t	16	15
f	2012-03-19 07:31:00.780566-07	2	t	23	28
f	2012-03-19 07:33:36.587885-07	2	t	23	21
f	2012-03-19 07:35:23.642023-07	2	t	20	18
f	2012-03-19 08:20:32.571738-07	1	t	41	28
f	2012-03-19 08:24:53.05371-07	1	t	19	16
f	2012-03-19 08:29:37.063785-07	1	t	23	15
f	2012-03-19 08:39:28.500482-07	1	t	43	32
f	2012-03-19 08:43:51.869663-07	1	t	28	24
f	2012-03-19 07:45:12.036875-07	1	t	27	23
f	2012-03-19 07:46:37.82538-07	1	t	12	8
f	2012-03-19 07:54:56.901119-07	1	t	24	20
f	2012-03-19 07:57:22.274358-07	1	t	14	11
f	2012-03-19 08:00:19.240721-07	1	t	14	13
f	2012-03-19 08:04:49.527411-07	1	t	23	18
f	2012-03-19 08:07:57.282089-07	1	t	14	12
f	2012-03-19 08:11:17.417418-07	1	t	15	14
