is_machine	date	ui_id	is_valid	src_len	tgt_len
f	2012-03-21 15:45:11.880434-07	2	t	23	18
f	2012-03-21 15:48:23.087317-07	2	t	35	27
f	2012-03-21 15:49:54.598949-07	2	t	25	16
f	2012-03-21 15:51:30.390661-07	2	t	18	17
f	2012-03-21 15:52:27.254034-07	2	t	21	18
f	2012-03-21 15:53:14.321634-07	2	t	22	21
f	2012-03-21 15:56:03.332485-07	2	t	25	27
f	2012-03-21 15:59:34.884744-07	2	t	26	24
f	2012-03-21 16:01:57.686849-07	2	t	18	21
f	2012-03-21 16:02:58.096293-07	2	t	14	15
f	2012-03-21 16:05:18.668977-07	2	t	16	17
f	2012-03-21 16:07:56.477404-07	2	t	23	28
f	2012-03-21 16:10:53.519594-07	2	t	23	21
f	2012-03-21 16:11:43.388226-07	2	t	20	18
f	2012-03-21 14:47:49.618783-07	1	t	41	32
f	2012-03-21 14:49:24.317266-07	1	t	19	18
f	2012-03-21 14:50:51.468482-07	1	t	23	13
f	2012-03-21 14:55:17.55498-07	1	t	43	34
f	2012-03-21 14:56:47.835381-07	1	t	28	25
f	2012-03-21 14:59:12.950976-07	1	t	27	25
f	2012-03-21 15:00:06.701902-07	1	t	12	12
f	2012-03-21 15:02:06.04883-07	1	t	24	17
f	2012-03-21 15:03:07.721363-07	1	t	14	11
f	2012-03-21 15:04:08.516103-07	1	t	14	12
f	2012-03-21 15:07:30.579933-07	1	t	23	20
f	2012-03-21 15:09:06.227666-07	1	t	14	10
f	2012-03-21 15:10:09.981794-07	1	t	15	14
