is_machine	date	ui_id	is_valid	src_len	tgt_len
f	2012-03-23 01:44:05.143482-07	2	t	23	15
f	2012-03-23 01:49:08.243585-07	2	t	35	22
f	2012-03-23 01:51:33.695804-07	2	t	25	14
f	2012-03-23 01:54:06.622089-07	2	t	18	20
f	2012-03-23 01:55:29.41389-07	2	t	21	19
f	2012-03-23 01:57:56.300608-07	2	t	22	16
f	2012-03-23 01:14:59.718799-07	2	t	25	22
f	2012-03-23 01:19:57.309856-07	2	t	26	23
f	2012-03-23 01:22:17.706965-07	2	t	18	18
f	2012-03-23 01:25:32.897086-07	2	t	14	13
f	2012-03-23 01:29:41.580956-07	2	t	16	21
f	2012-03-23 01:33:34.050261-07	2	t	23	28
f	2012-03-23 01:37:51.859956-07	2	t	23	26
f	2012-03-23 01:39:43.499108-07	2	t	20	19
f	2012-03-23 00:32:12.557096-07	1	t	41	43
f	2012-03-23 00:35:00.36-07	1	t	19	17
f	2012-03-23 00:37:20.098684-07	1	t	23	18
f	2012-03-23 00:43:22.528037-07	1	t	43	40
f	2012-03-23 00:45:30.029273-07	1	t	28	23
f	2012-03-23 00:49:45.599994-07	1	t	27	27
f	2012-03-23 00:51:01.965389-07	1	t	12	12
f	2012-03-23 00:52:54.315195-07	1	t	24	20
f	2012-03-23 00:54:44.95279-07	1	t	14	15
f	2012-03-23 00:55:47.612621-07	1	t	14	15
f	2012-03-23 00:58:10.402051-07	1	t	23	19
f	2012-03-23 01:01:39.673032-07	1	t	14	11
f	2012-03-23 01:04:08.207444-07	1	t	15	19
