is_machine	date	ui_id	is_valid	src_len	tgt_len
f	2012-03-27 02:18:55.398041-07	2	t	23	23
f	2012-03-27 02:22:06.943923-07	2	t	35	34
f	2012-03-27 02:23:53.639671-07	2	t	25	28
f	2012-03-27 02:26:15.564793-07	2	t	18	22
f	2012-03-27 02:27:37.678845-07	2	t	21	22
f	2012-03-27 02:31:33.428444-07	2	t	22	28
f	2012-03-27 02:35:34.554269-07	2	t	25	45
f	2012-03-27 02:38:43.063984-07	2	t	26	27
f	2012-03-27 02:40:33.049724-07	2	t	18	22
f	2012-03-27 02:42:27.04262-07	2	t	14	16
f	2012-03-27 02:44:33.4972-07	2	t	16	19
f	2012-03-27 02:47:23.514909-07	2	t	23	33
f	2012-03-27 02:51:11.437187-07	2	t	23	27
f	2012-03-27 02:52:40.797477-07	2	t	20	17
f	2012-03-27 03:17:44.255257-07	1	t	41	41
f	2012-03-27 03:19:11.424547-07	1	t	19	17
f	2012-03-27 03:22:45.462096-07	1	t	23	17
f	2012-03-27 03:27:24.691022-07	1	t	43	39
f	2012-03-27 03:31:08.229818-07	1	t	28	28
f	2012-03-27 02:56:29.7297-07	1	t	27	28
f	2012-03-27 02:57:17.528374-07	1	t	12	11
f	2012-03-27 03:01:22.858213-07	1	t	24	19
f	2012-03-27 03:03:09.821814-07	1	t	14	17
f	2012-03-27 03:04:28.24708-07	1	t	14	16
f	2012-03-27 03:07:14.472355-07	1	t	23	22
f	2012-03-27 03:09:46.196469-07	1	t	14	15
f	2012-03-27 03:11:07.03419-07	1	t	15	17
