is_machine	date	ui_id	is_valid	src_len	tgt_len
f	2012-04-28 14:59:22.351767-07	1	t	23	20
f	2012-04-28 15:04:40.195116-07	1	t	35	25
f	2012-04-28 15:06:48.354905-07	1	t	25	21
f	2012-04-28 15:10:28.009862-07	1	t	18	19
f	2012-04-28 15:13:47.26704-07	1	t	21	18
f	2012-04-28 15:15:51.058047-07	1	t	22	20
f	2012-04-28 14:38:18.971934-07	1	t	25	32
f	2012-04-28 14:41:43.656145-07	1	t	26	29
f	2012-04-28 14:45:10.275652-07	1	t	18	21
f	2012-04-28 14:46:16.622406-07	1	t	14	13
f	2012-04-28 14:49:07.460497-07	1	t	16	19
f	2012-04-28 14:52:31.165906-07	1	t	23	29
f	2012-04-28 14:54:48.539899-07	1	t	23	21
f	2012-04-28 14:56:37.486445-07	1	t	20	23
f	2012-04-28 14:03:38.209763-07	2	t	41	34
f	2012-04-28 14:05:14.934766-07	2	t	19	19
f	2012-04-28 14:07:00.728224-07	2	t	23	13
f	2012-04-28 14:11:10.872273-07	2	t	43	36
f	2012-04-28 14:15:06.478541-07	2	t	28	28
f	2012-04-28 14:17:27.483431-07	2	t	27	31
f	2012-04-28 14:18:13.227332-07	2	t	12	11
f	2012-04-28 14:20:05.098322-07	2	t	24	20
f	2012-04-28 14:21:44.024606-07	2	t	14	16
f	2012-04-28 14:22:43.021281-07	2	t	14	12
f	2012-04-28 14:25:51.339937-07	2	t	23	25
f	2012-04-28 14:29:12.705176-07	2	t	14	13
f	2012-04-28 14:30:59.095672-07	2	t	15	15
