is_machine	date	ui_id	is_valid	src_len	tgt_len
f	2012-03-28 10:08:30.419653-07	2	t	23	34
f	2012-03-28 10:08:36.829489-07	2	t	35	26
f	2012-03-28 10:24:28.536962-07	2	t	25	25
f	2012-03-28 10:37:39.894316-07	2	t	18	19
f	2012-03-28 10:45:12.242518-07	2	t	21	23
f	2012-03-28 10:50:06.901731-07	2	t	22	22
f	2012-03-28 07:30:53.757714-07	2	t	25	35
f	2012-03-28 07:47:38.759647-07	2	t	26	31
f	2012-03-28 07:57:46.732086-07	2	t	18	21
f	2012-03-28 08:22:39.189063-07	2	t	14	20
f	2012-03-28 08:32:25.458635-07	2	f	16	34
f	2012-03-28 09:23:20.472576-07	2	t	23	39
f	2012-03-28 09:41:03.345375-07	2	t	23	24
f	2012-03-28 09:50:26.249577-07	2	t	20	20
f	2012-03-28 05:12:28.111467-07	1	t	41	36
f	2012-03-28 05:17:37.460667-07	1	t	19	17
f	2012-03-28 05:29:00.365221-07	1	t	23	17
f	2012-03-28 05:55:18.148689-07	1	t	43	41
f	2012-03-28 06:08:04.255166-07	1	t	28	28
f	2012-03-28 03:47:57.905155-07	1	t	27	39
f	2012-03-28 03:49:42.737109-07	1	t	12	11
f	2012-03-28 04:00:23.987862-07	1	t	24	20
f	2012-03-28 04:07:12.088786-07	1	t	14	14
f	2012-03-28 04:11:27.753885-07	1	t	14	16
f	2012-03-28 04:21:22.401494-07	1	t	23	24
f	2012-03-28 04:28:16.247393-07	1	t	14	17
f	2012-03-28 04:40:15.822561-07	1	t	15	16
