is_machine	date	ui_id	is_valid	src_len	tgt_len
f	2012-03-19 03:17:39.816819-07	2	t	23	19
f	2012-03-19 03:19:10.852698-07	2	t	35	24
f	2012-03-19 03:21:51.190809-07	2	t	25	19
f	2012-03-19 03:23:21.970708-07	2	t	18	17
f	2012-03-19 03:24:37.481632-07	2	t	21	17
f	2012-03-19 03:25:23.361425-07	2	t	22	20
f	2012-03-19 02:58:27.157507-07	2	t	25	27
f	2012-03-19 03:01:22.59603-07	2	t	26	25
f	2012-03-19 03:02:48.941681-07	2	t	18	16
f	2012-03-19 03:05:41.561698-07	2	t	14	14
f	2012-03-19 03:07:45.022675-07	2	t	16	23
f	2012-03-19 03:12:03.415099-07	2	t	23	33
f	2012-03-19 03:14:13.371751-07	2	t	23	24
f	2012-03-19 03:16:00.164912-07	2	t	20	21
f	2012-03-19 03:42:56.008748-07	1	t	41	29
f	2012-03-19 03:44:41.373501-07	1	t	19	17
f	2012-03-19 03:48:45.377051-07	1	t	23	16
f	2012-03-19 03:54:23.069402-07	1	t	43	35
f	2012-03-19 03:56:56.09199-07	1	t	28	22
f	2012-03-19 04:00:37.869813-07	1	t	27	26
f	2012-03-19 04:01:36.327794-07	1	t	12	9
f	2012-03-19 04:04:36.845323-07	1	t	24	16
f	2012-03-19 04:05:46.138766-07	1	t	14	12
f	2012-03-19 04:06:34.516242-07	1	t	14	14
f	2012-03-19 04:09:36.226793-07	1	t	23	21
f	2012-03-19 04:12:43.485886-07	1	t	14	12
f	2012-03-19 04:15:15.754523-07	1	t	15	14
