is_machine	date	ui_id	is_valid	src_len	tgt_len
f	2012-03-21 06:33:03.48301-07	2	t	23	18
f	2012-03-21 06:38:29.47659-07	2	t	35	26
f	2012-03-21 06:40:02.410129-07	2	t	25	22
f	2012-03-21 06:40:44.927331-07	2	t	18	15
f	2012-03-21 06:41:40.526993-07	2	t	21	17
f	2012-03-21 06:45:30.492168-07	2	t	22	22
f	2012-03-21 06:05:05.519838-07	2	t	25	29
f	2012-03-21 06:11:13.364687-07	2	t	26	25
f	2012-03-21 06:16:00.03409-07	2	t	18	18
f	2012-03-21 06:18:20.204535-07	2	t	14	14
f	2012-03-21 06:20:11.544623-07	2	t	16	18
f	2012-03-21 06:26:00.173713-07	2	t	23	29
f	2012-03-21 06:28:10.206545-07	2	t	23	20
f	2012-03-21 06:30:44.466558-07	2	t	20	22
f	2012-03-21 05:27:39.105999-07	1	t	41	26
f	2012-03-21 05:31:11.2997-07	1	t	19	13
f	2012-03-21 05:38:12.373527-07	1	t	23	14
f	2012-03-21 05:51:20.914773-07	1	t	43	35
f	2012-03-21 05:56:39.252822-07	1	t	28	25
f	2012-03-21 04:26:35.389096-07	1	t	27	29
f	2012-03-21 04:29:02.373307-07	1	t	12	9
f	2012-03-21 04:33:36.184216-07	1	t	24	18
f	2012-03-21 04:36:42.87607-07	1	t	14	12
f	2012-03-21 04:39:37.860235-07	1	t	14	10
f	2012-03-21 04:47:33.35711-07	1	t	23	19
f	2012-03-21 04:51:00.410726-07	1	t	14	11
f	2012-03-21 05:02:20.961247-07	1	t	15	16
