is_machine	date	ui_id	is_valid	src_len	tgt_len
f	2012-04-21 16:25:13.720691-07	1	t	23	17
f	2012-04-21 16:29:03.396664-07	1	t	35	24
f	2012-04-21 16:31:29.363373-07	1	t	25	21
f	2012-04-21 16:36:12.572763-07	1	t	18	18
f	2012-04-21 16:37:35.911977-07	1	t	21	18
f	2012-04-21 16:39:56.543199-07	1	t	22	20
f	2012-04-21 15:43:34.900242-07	1	t	25	28
f	2012-04-21 15:52:19.388576-07	1	t	26	30
f	2012-04-21 15:57:17.131519-07	1	t	18	18
f	2012-04-21 16:00:15.000079-07	1	t	14	18
f	2012-04-21 16:05:43.64388-07	1	t	16	18
f	2012-04-21 16:13:09.889752-07	1	t	23	30
f	2012-04-21 16:19:22.796207-07	1	t	23	21
f	2012-04-21 16:21:16.947415-07	1	t	20	18
f	2012-04-21 16:55:36.846418-07	2	t	41	37
f	2012-04-21 16:57:37.916184-07	2	t	19	18
f	2012-04-21 17:03:26.221663-07	2	t	23	17
f	2012-04-21 17:11:26.259121-07	2	t	43	35
f	2012-04-21 17:14:29.568488-07	2	t	28	25
f	2012-04-21 17:28:41.501652-07	2	t	27	25
f	2012-04-21 17:31:45.446765-07	2	t	12	10
f	2012-04-21 17:36:26.086957-07	2	t	24	20
f	2012-04-21 17:37:46.717595-07	2	t	14	14
f	2012-04-21 17:39:36.062881-07	2	t	14	13
f	2012-04-21 17:44:40.891097-07	2	t	23	18
f	2012-04-21 17:48:27.484808-07	2	t	14	11
f	2012-04-21 17:52:12.223134-07	2	t	15	15
