is_machine	date	ui_id	is_valid	src_len	tgt_len
f	2012-03-21 13:44:13.461392-07	2	t	23	18
f	2012-03-21 13:50:38.039429-07	2	t	35	25
f	2012-03-21 13:53:39.341278-07	2	t	25	18
f	2012-03-21 13:55:02.829982-07	2	t	18	15
f	2012-03-21 13:55:49.780257-07	2	t	21	17
f	2012-03-21 13:56:56.970922-07	2	t	22	21
f	2012-03-21 13:22:01.923753-07	2	t	25	29
f	2012-03-21 13:26:56.609269-07	2	t	26	22
f	2012-03-21 13:28:18.51652-07	2	t	18	15
f	2012-03-21 13:30:36.208623-07	2	t	14	15
f	2012-03-21 13:32:18.139462-07	2	t	16	17
f	2012-03-21 13:35:55.429364-07	2	t	23	29
f	2012-03-21 13:39:25.356603-07	2	t	23	20
f	2012-03-21 13:42:06.390716-07	2	t	20	19
f	2012-03-21 11:44:42.603701-07	1	t	41	28
f	2012-03-21 11:46:45.604514-07	1	t	19	18
f	2012-03-21 11:53:12.606485-07	1	t	23	16
f	2012-03-21 12:04:07.449921-07	1	t	43	32
f	2012-03-21 12:10:45.413252-07	1	t	28	25
f	2012-03-21 12:13:59.113306-07	1	t	27	27
f	2012-03-21 12:15:55.321419-07	1	t	12	9
f	2012-03-21 12:23:44.933301-07	1	t	24	19
f	2012-03-21 12:25:52.54667-07	1	t	14	11
f	2012-03-21 12:28:42.093134-07	1	t	14	13
f	2012-03-21 12:33:43.90892-07	1	t	23	19
f	2012-03-21 12:37:10.201832-07	1	t	14	9
f	2012-03-21 12:39:26.494551-07	1	t	15	15
