is_machine	date	ui_id	is_valid	src_len	tgt_len
f	2012-03-22 13:52:06.145985-07	2	t	23	24
f	2012-03-22 13:54:45.83985-07	2	t	35	32
f	2012-03-22 13:57:14.688708-07	2	t	25	27
f	2012-03-22 13:58:38.178407-07	2	t	18	18
f	2012-03-22 14:01:08.048769-07	2	t	21	21
f	2012-03-22 14:02:14.748491-07	2	t	22	24
f	2012-03-22 14:06:00.688668-07	2	t	25	34
f	2012-03-22 14:08:21.494201-07	2	t	26	34
f	2012-03-22 14:10:20.175692-07	2	t	18	27
f	2012-03-22 14:12:03.546407-07	2	t	14	16
f	2012-03-22 14:14:18.885956-07	2	t	16	24
f	2012-03-22 14:18:26.613132-07	2	t	23	30
f	2012-03-22 14:23:29.566559-07	2	t	23	31
f	2012-03-22 14:25:01.493327-07	2	t	20	20
f	2012-03-22 14:33:46.030067-07	1	t	41	42
f	2012-03-22 14:37:39.626406-07	1	t	19	21
f	2012-03-22 14:38:56.824555-07	1	t	23	23
f	2012-03-22 14:40:49.072196-07	1	t	43	42
f	2012-03-22 14:44:15.547479-07	1	t	28	30
f	2012-03-22 14:48:13.900598-07	1	t	27	28
f	2012-03-22 14:49:14.64351-07	1	t	12	14
f	2012-03-22 14:51:50.95977-07	1	t	24	24
f	2012-03-22 14:53:31.805341-07	1	t	14	16
f	2012-03-22 14:54:53.453653-07	1	t	14	19
f	2012-03-22 14:56:59.183402-07	1	t	23	25
f	2012-03-22 14:58:44.859834-07	1	t	14	16
f	2012-03-22 15:00:35.925931-07	1	t	15	18
