is_machine	date	ui_id	is_valid	src_len	tgt_len
f	2012-03-21 08:46:43.590108-07	2	t	23	24
f	2012-03-21 08:48:19.682143-07	2	t	35	36
f	2012-03-21 08:50:03.633999-07	2	t	25	26
f	2012-03-21 08:51:10.726259-07	2	t	18	18
f	2012-03-21 08:52:26.624933-07	2	t	21	20
f	2012-03-21 08:53:21.224263-07	2	t	22	21
f	2012-03-21 08:55:36.694834-07	2	t	25	37
f	2012-03-21 08:57:59.752667-07	2	t	26	31
f	2012-03-21 08:59:13.193322-07	2	t	18	26
f	2012-03-21 09:00:11.253489-07	2	t	14	16
f	2012-03-21 09:02:15.622231-07	2	t	16	21
f	2012-03-21 09:03:51.29054-07	2	t	23	30
f	2012-03-21 09:05:04.316175-07	2	t	23	32
f	2012-03-21 09:06:07.87814-07	2	t	20	25
f	2012-03-21 08:28:14.865761-07	1	t	41	48
f	2012-03-21 08:29:28.879983-07	1	t	19	21
f	2012-03-21 08:31:18.784926-07	1	t	23	22
f	2012-03-21 08:33:57.029078-07	1	t	43	40
f	2012-03-21 08:35:57.380853-07	1	t	28	32
f	2012-03-21 08:14:09.973715-07	1	t	27	28
f	2012-03-21 08:15:10.082595-07	1	t	12	12
f	2012-03-21 08:17:00.108266-07	1	t	24	24
f	2012-03-21 08:17:57.927662-07	1	t	14	17
f	2012-03-21 08:19:54.903889-07	1	t	14	14
f	2012-03-21 08:22:15.205208-07	1	t	23	26
f	2012-03-21 08:23:15.693069-07	1	t	14	16
f	2012-03-21 08:25:27.312628-07	1	t	15	20
