is_machine	date	ui_id	is_valid	src_len	tgt_len
f	2012-03-22 08:06:53.570864-07	2	t	23	27
f	2012-03-22 08:11:10.188844-07	2	t	35	38
f	2012-03-22 08:12:44.30281-07	2	t	25	30
f	2012-03-22 08:14:14.785021-07	2	t	18	18
f	2012-03-22 08:16:06.538625-07	2	t	21	23
f	2012-03-22 08:18:19.129106-07	2	t	22	26
f	2012-03-22 07:44:08.945829-07	2	t	25	33
f	2012-03-22 07:51:19.705537-07	2	t	26	41
f	2012-03-22 07:53:59.616314-07	2	t	18	26
f	2012-03-22 07:56:36.167792-07	2	t	14	16
f	2012-03-22 07:58:45.68916-07	2	t	16	21
f	2012-03-22 08:01:15.690571-07	2	t	23	31
f	2012-03-22 08:03:09.740192-07	2	t	23	30
f	2012-03-22 08:04:57.244172-07	2	t	20	22
f	2012-03-22 05:55:35.680488-07	1	t	41	43
f	2012-03-22 05:56:56.251014-07	1	t	19	24
f	2012-03-22 05:59:58.625559-07	1	t	23	22
f	2012-03-22 06:05:31.194172-07	1	t	43	42
f	2012-03-22 06:07:25.885534-07	1	t	28	29
f	2012-03-22 05:36:34.052929-07	1	t	27	32
f	2012-03-22 05:37:30.900718-07	1	t	12	9
f	2012-03-22 05:39:57.44611-07	1	t	24	25
f	2012-03-22 05:41:31.876076-07	1	t	14	18
f	2012-03-22 05:42:41.752371-07	1	t	14	14
f	2012-03-22 05:45:11.701546-07	1	t	23	24
f	2012-03-22 05:46:28.824332-07	1	t	14	17
f	2012-03-22 05:47:43.584401-07	1	t	15	18
