is_machine	date	ui_id	is_valid	src_len	tgt_len
f	2012-03-17 12:40:48.679587-07	2	t	23	25
f	2012-03-17 12:46:29.593656-07	2	t	35	35
f	2012-03-17 12:47:44.54694-07	2	t	25	29
f	2012-03-17 12:50:09.65799-07	2	t	18	18
f	2012-03-17 12:51:59.84444-07	2	t	21	21
f	2012-03-17 12:52:51.766119-07	2	t	22	21
f	2012-03-17 12:05:23.758247-07	2	t	25	34
f	2012-03-17 12:13:41.154624-07	2	t	26	36
f	2012-03-17 12:15:33.892132-07	2	t	18	25
f	2012-03-17 12:19:56.672528-07	2	t	14	15
f	2012-03-17 12:23:14.208416-07	2	t	16	26
f	2012-03-17 12:28:28.389308-07	2	t	23	30
f	2012-03-17 12:35:16.886792-07	2	t	23	32
f	2012-03-17 12:36:48.897414-07	2	t	20	17
f	2012-03-17 09:19:13.519457-07	1	t	41	44
f	2012-03-17 09:22:18.972259-07	1	t	19	19
f	2012-03-17 09:25:39.487731-07	1	t	23	23
f	2012-03-17 09:32:23.899322-07	1	t	43	41
f	2012-03-17 09:36:15.540883-07	1	t	28	30
f	2012-03-17 09:51:28.696081-07	1	t	27	32
f	2012-03-17 09:52:21.528565-07	1	t	12	9
f	2012-03-17 09:57:42.780728-07	1	t	24	22
f	2012-03-17 09:59:41.195943-07	1	t	14	16
f	2012-03-17 10:03:22.455493-07	1	t	14	14
f	2012-03-17 10:07:43.949724-07	1	t	23	25
f	2012-03-17 10:14:53.183566-07	1	t	14	17
f	2012-03-17 10:16:26.880974-07	1	t	15	16
