is_machine	date	ui_id	is_valid	src_len	tgt_len
f	2012-03-22 14:33:03.772997-07	2	t	23	26
f	2012-03-22 14:37:46.089021-07	2	t	35	37
f	2012-03-22 14:40:46.057007-07	2	t	25	39
f	2012-03-22 14:42:26.874766-07	2	t	18	19
f	2012-03-22 14:43:18.329892-07	2	t	21	24
f	2012-03-22 14:43:33.477112-07	2	t	22	25
f	2012-03-22 14:20:38.527852-07	2	t	25	34
f	2012-03-22 14:23:47.017843-07	2	t	26	33
f	2012-03-22 14:26:03.161932-07	2	t	18	33
f	2012-03-22 14:27:06.487503-07	2	t	14	13
f	2012-03-22 14:28:06.246844-07	2	t	16	24
f	2012-03-22 14:30:02.078476-07	2	t	23	39
f	2012-03-22 14:31:11.617301-07	2	t	23	32
f	2012-03-22 14:32:27.309358-07	2	t	20	23
f	2012-03-22 13:49:01.847174-07	1	t	41	52
f	2012-03-22 13:52:44.055566-07	1	t	19	21
f	2012-03-22 13:55:08.151112-07	1	t	23	22
f	2012-03-22 13:59:35.649973-07	1	t	43	47
f	2012-03-22 14:01:18.732179-07	1	t	28	29
f	2012-03-22 14:04:49.056924-07	1	t	27	33
f	2012-03-22 14:06:11.395286-07	1	t	12	11
f	2012-03-22 14:09:23.37961-07	1	t	24	24
f	2012-03-22 14:11:04.378039-07	1	t	14	17
f	2012-03-22 14:12:18.95182-07	1	t	14	18
f	2012-03-22 14:14:26.626746-07	1	t	23	28
f	2012-03-22 14:15:42.654389-07	1	t	14	20
f	2012-03-22 14:17:21.595779-07	1	t	15	18
