is_machine	date	ui_id	is_valid	src_len	tgt_len
f	2012-03-22 15:15:59.422682-07	2	t	23	25
f	2012-03-22 15:18:38.684232-07	2	t	35	36
f	2012-03-22 15:20:14.965956-07	2	t	25	27
f	2012-03-22 15:21:56.068725-07	2	t	18	17
f	2012-03-22 15:23:51.346793-07	2	t	21	22
f	2012-03-22 15:25:26.751508-07	2	t	22	24
f	2012-03-22 15:29:11.837631-07	2	t	25	38
f	2012-03-22 15:33:49.924805-07	2	t	26	33
f	2012-03-22 15:36:58.736094-07	2	t	18	18
f	2012-03-22 15:39:35.249913-07	2	t	14	14
f	2012-03-22 15:42:01.455552-07	2	t	16	25
f	2012-03-22 15:43:25.36698-07	2	t	23	30
f	2012-03-22 15:45:39.890172-07	2	t	23	33
f	2012-03-22 15:47:09.18723-07	2	t	20	20
f	2012-03-22 15:54:49.186403-07	1	t	41	50
f	2012-03-22 15:56:26.781966-07	1	t	19	20
f	2012-03-22 15:59:38.222341-07	1	t	23	21
f	2012-03-22 16:05:23.14056-07	1	t	43	41
f	2012-03-22 16:08:30.894498-07	1	t	28	30
f	2012-03-22 16:11:10.470762-07	1	t	27	28
f	2012-03-22 16:11:58.037128-07	1	t	12	10
f	2012-03-22 16:14:09.394934-07	1	t	24	24
f	2012-03-22 16:16:01.573494-07	1	t	14	17
f	2012-03-22 16:17:26.61772-07	1	t	14	15
f	2012-03-22 16:19:17.934305-07	1	t	23	27
f	2012-03-22 16:21:17.514184-07	1	t	14	16
f	2012-03-22 16:22:18.534012-07	1	t	15	17
