is_machine	date	ui_id	is_valid	src_len	tgt_len
f	2012-03-17 23:17:21.160187-07	2	t	23	26
f	2012-03-17 23:19:54.164596-07	2	t	35	34
f	2012-03-17 23:21:46.424458-07	2	t	25	29
f	2012-03-17 23:23:19.755095-07	2	t	18	20
f	2012-03-17 23:24:16.145874-07	2	t	21	20
f	2012-03-17 23:25:00.328268-07	2	t	22	24
f	2012-03-17 23:06:01.200556-07	2	t	25	31
f	2012-03-17 23:07:15.277384-07	2	t	26	30
f	2012-03-17 23:09:16.009391-07	2	t	18	27
f	2012-03-17 23:10:25.86982-07	2	t	14	12
f	2012-03-17 23:11:51.468554-07	2	t	16	25
f	2012-03-17 23:14:24.198817-07	2	t	23	26
f	2012-03-17 23:15:38.003041-07	2	t	23	31
f	2012-03-17 23:16:28.501079-07	2	t	20	20
f	2012-03-17 22:40:27.538678-07	1	t	41	43
f	2012-03-17 22:41:48.633434-07	1	t	19	21
f	2012-03-17 22:43:00.620605-07	1	t	23	22
f	2012-03-17 22:48:16.099454-07	1	t	43	47
f	2012-03-17 22:50:02.652346-07	1	t	28	36
f	2012-03-17 22:53:24.957062-07	1	t	27	30
f	2012-03-17 22:54:15.595113-07	1	t	12	10
f	2012-03-17 22:55:37.081722-07	1	t	24	23
f	2012-03-17 22:56:48.52408-07	1	t	14	17
f	2012-03-17 22:58:01.00919-07	1	t	14	15
f	2012-03-17 22:59:46.51511-07	1	t	23	24
f	2012-03-17 23:00:41.020912-07	1	t	14	16
f	2012-03-17 23:02:26.047848-07	1	t	15	18
