is_machine	date	ui_id	is_valid	src_len	tgt_len
f	2012-03-15 00:47:08.108215-07	2	t	23	25
f	2012-03-15 00:49:10.1662-07	2	t	35	35
f	2012-03-15 00:51:01.681856-07	2	t	25	30
f	2012-03-15 00:52:36.503391-07	2	t	18	19
f	2012-03-15 00:53:05.633351-07	2	t	21	22
f	2012-03-15 00:53:45.884269-07	2	t	22	23
f	2012-03-15 00:21:39.921195-07	2	t	25	33
f	2012-03-15 00:26:11.403978-07	2	t	26	31
f	2012-03-15 00:28:57.454693-07	2	t	18	29
f	2012-03-15 00:31:34.444381-07	2	t	14	13
f	2012-03-15 00:35:28.172144-07	2	t	16	21
f	2012-03-15 00:40:27.972161-07	2	t	23	32
f	2012-03-15 00:43:17.746456-07	2	t	23	34
f	2012-03-15 00:46:11.862981-07	2	t	20	21
f	2012-03-15 01:30:48.272569-07	1	t	41	41
f	2012-03-15 01:32:07.866826-07	1	t	19	20
f	2012-03-15 01:33:47.273446-07	1	t	23	18
f	2012-03-15 01:37:53.529655-07	1	t	43	43
f	2012-03-15 01:39:13.711595-07	1	t	28	27
f	2012-03-15 01:07:34.768576-07	1	t	27	29
f	2012-03-15 01:08:21.234423-07	1	t	12	10
f	2012-03-15 01:09:37.912546-07	1	t	24	19
f	2012-03-15 01:10:48.206007-07	1	t	14	18
f	2012-03-15 01:12:44.761535-07	1	t	14	13
f	2012-03-15 01:19:58.240642-07	1	t	23	25
f	2012-03-15 01:22:16.625573-07	1	t	14	17
f	2012-03-15 01:24:28.773954-07	1	t	15	14
