is_machine	date	ui_id	is_valid	src_len	tgt_len
f	2012-03-21 12:00:43.081937-07	2	t	23	26
f	2012-03-21 12:02:19.660313-07	2	t	35	37
f	2012-03-21 12:04:38.307524-07	2	t	25	28
f	2012-03-21 12:05:45.923555-07	2	t	18	18
f	2012-03-21 12:06:40.705095-07	2	t	21	20
f	2012-03-21 12:07:18.256195-07	2	t	22	25
f	2012-03-21 11:49:33.261886-07	2	t	25	32
f	2012-03-21 11:51:12.75465-07	2	t	26	34
f	2012-03-21 11:52:46.19935-07	2	t	18	28
f	2012-03-21 11:54:36.040902-07	2	t	14	17
f	2012-03-21 11:55:38.83857-07	2	t	16	25
f	2012-03-21 11:56:32.70258-07	2	t	23	30
f	2012-03-21 11:57:32.886509-07	2	t	23	32
f	2012-03-21 11:59:03.669827-07	2	t	20	22
f	2012-03-21 12:31:12.539272-07	1	t	41	46
f	2012-03-21 12:32:50.188594-07	1	t	19	25
f	2012-03-21 12:34:36.921577-07	1	t	23	22
f	2012-03-21 12:39:34.694224-07	1	t	43	45
f	2012-03-21 12:43:09.750031-07	1	t	28	36
f	2012-03-21 12:12:34.59745-07	1	t	27	28
f	2012-03-21 12:14:08.786294-07	1	t	12	10
f	2012-03-21 12:16:18.205611-07	1	t	24	28
f	2012-03-21 12:17:30.706669-07	1	t	14	16
f	2012-03-21 12:19:35.480361-07	1	t	14	17
f	2012-03-21 12:22:05.903576-07	1	t	23	27
f	2012-03-21 12:23:53.295159-07	1	t	14	16
f	2012-03-21 12:26:01.629833-07	1	t	15	19
