is_machine	date	ui_id	is_valid	src_len	tgt_len
f	2012-03-29 05:28:23.487366-07	2	t	23	24
f	2012-03-29 05:30:57.637507-07	2	t	35	35
f	2012-03-29 05:33:12.950145-07	2	t	25	30
f	2012-03-29 05:35:01.620566-07	2	t	18	17
f	2012-03-29 05:36:08.36899-07	2	t	21	20
f	2012-03-29 05:38:18.881062-07	2	t	22	27
f	2012-03-29 05:41:24.44627-07	2	t	25	31
f	2012-03-29 05:44:17.649911-07	2	t	26	35
f	2012-03-29 05:47:30.546386-07	2	t	18	23
f	2012-03-29 05:50:03.767219-07	2	t	14	16
f	2012-03-29 05:53:04.412079-07	2	t	16	26
f	2012-03-29 05:54:44.014819-07	2	t	23	26
f	2012-03-29 05:57:56.880116-07	2	t	23	35
f	2012-03-29 05:59:56.385054-07	2	t	20	20
f	2012-03-29 06:26:12.614416-07	1	t	41	45
f	2012-03-29 06:27:49.904045-07	1	t	19	22
f	2012-03-29 06:31:34.084487-07	1	t	23	23
f	2012-03-29 06:36:30.094899-07	1	t	43	44
f	2012-03-29 06:39:11.15957-07	1	t	28	30
f	2012-03-29 06:08:36.990057-07	1	t	27	34
f	2012-03-29 06:09:13.155707-07	1	t	12	9
f	2012-03-29 06:11:44.177612-07	1	t	24	25
f	2012-03-29 06:13:40.469374-07	1	t	14	18
f	2012-03-29 06:15:26.339517-07	1	t	14	17
f	2012-03-29 06:17:50.175851-07	1	t	23	23
f	2012-03-29 06:19:10.753655-07	1	t	14	15
f	2012-03-29 06:20:56.323583-07	1	t	15	21
