is_machine	date	ui_id	is_valid	src_len	tgt_len
f	2012-03-22 15:10:13.928565-07	2	t	23	25
f	2012-03-22 15:11:58.134359-07	2	t	35	34
f	2012-03-22 15:13:15.86645-07	2	t	25	27
f	2012-03-22 15:13:57.756252-07	2	t	18	16
f	2012-03-22 15:15:05.654163-07	2	t	21	20
f	2012-03-22 15:15:35.738729-07	2	t	22	24
f	2012-03-22 15:02:40.734986-07	2	t	25	39
f	2012-03-22 15:04:04.739793-07	2	t	26	34
f	2012-03-22 15:05:12.708189-07	2	t	18	22
f	2012-03-22 15:05:38.471907-07	2	t	14	16
f	2012-03-22 15:07:08.797085-07	2	t	16	25
f	2012-03-22 15:08:32.789909-07	2	t	23	32
f	2012-03-22 15:09:12.17462-07	2	t	23	32
f	2012-03-22 15:09:41.721608-07	2	t	20	20
f	2012-03-22 14:46:14.531175-07	1	t	41	49
f	2012-03-22 14:47:08.721063-07	1	t	19	22
f	2012-03-22 14:48:48.749427-07	1	t	23	21
f	2012-03-22 14:51:05.983373-07	1	t	43	44
f	2012-03-22 14:52:50.98013-07	1	t	28	30
f	2012-03-22 14:54:14.071346-07	1	t	27	30
f	2012-03-22 14:54:47.767033-07	1	t	12	11
f	2012-03-22 14:55:47.26271-07	1	t	24	24
f	2012-03-22 14:56:53.270236-07	1	t	14	17
f	2012-03-22 14:57:25.351688-07	1	t	14	14
f	2012-03-22 14:59:14.446673-07	1	t	23	28
f	2012-03-22 15:00:05.317499-07	1	t	14	17
f	2012-03-22 15:01:13.502286-07	1	t	15	19
