is_machine	date	ui_id	is_valid	src_len	tgt_len
f	2012-03-21 08:16:50.028424-07	2	t	23	25
f	2012-03-21 08:19:13.374454-07	2	t	35	39
f	2012-03-21 08:22:04.064292-07	2	t	25	32
f	2012-03-21 08:25:41.357786-07	2	t	18	18
f	2012-03-21 08:26:35.862611-07	2	t	21	25
f	2012-03-21 08:28:28.564525-07	2	t	22	27
f	2012-03-21 08:35:29.089083-07	2	t	25	35
f	2012-03-21 08:38:33.984548-07	2	t	26	36
f	2012-03-21 08:41:39.354965-07	2	t	18	28
f	2012-03-21 08:45:16.825273-07	2	t	14	18
f	2012-03-21 08:47:46.644512-07	2	t	16	23
f	2012-03-21 08:50:26.099851-07	2	t	23	31
f	2012-03-21 08:54:47.622758-07	2	t	23	39
f	2012-03-21 08:55:42.677789-07	2	t	20	20
f	2012-03-21 07:57:48.485158-07	1	t	41	45
f	2012-03-21 07:59:56.931328-07	1	t	19	22
f	2012-03-21 08:02:01.163598-07	1	t	23	22
f	2012-03-21 08:05:04.545428-07	1	t	43	39
f	2012-03-21 08:09:55.938829-07	1	t	28	25
f	2012-03-21 07:33:27.698691-07	1	t	27	33
f	2012-03-21 07:34:19.906731-07	1	t	12	10
f	2012-03-21 07:38:48.546061-07	1	t	24	25
f	2012-03-21 07:41:02.378729-07	1	t	14	19
f	2012-03-21 07:44:12.742574-07	1	t	14	16
f	2012-03-21 07:46:48.585764-07	1	t	23	25
f	2012-03-21 07:49:09.433109-07	1	t	14	21
f	2012-03-21 07:52:10.933115-07	1	t	15	19
